,Pokemon Number,Stat Total,HP,Attack,Defense,Speed,Sp.Def,Sp.Atk,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical,Is Fully Evolved
Frogadier,657,405,54,63,52,97,56,83,Water,None,Torrent,None,Protean,6,Water 1,None,FALSE,FALSE,FALSE,FALSE
Greninja,658,530,72,95,67,122,71,103,Water,Dark,Torrent,None,Protean,6,Water 1,None,FALSE,FALSE,FALSE,TRUE
Bunnelby,659,237,38,36,38,57,36,32,Normal,None,Pickup,Cheek Pouch,Huge Power,6,Field,None,FALSE,FALSE,FALSE,FALSE
Diggersby,660,423,85,56,77,78,77,50,Normal,Ground,Pickup,Cheek Pouch,Huge Power,6,Field,None,FALSE,FALSE,FALSE,TRUE
Fletchling,661,278,45,50,43,62,38,40,Normal,Flying,Big Pecks,None,Gale Wings,6,Flying,None,FALSE,FALSE,FALSE,FALSE
Fletchinder,662,382,62,73,55,84,52,56,Fire,Flying,Flame Body,None,Gale Wings,6,Flying,None,FALSE,FALSE,FALSE,FALSE
Talonflame,663,499,78,81,71,126,69,74,Fire,Flying,Flame Body,None,Gale Wings,6,Flying,None,FALSE,FALSE,FALSE,TRUE
Scatterbug,664,200,38,35,40,35,25,27,Bug,None,Shield Dust,Compound Eyes,Friend Guard,6,Bug,None,FALSE,FALSE,FALSE,FALSE
Spewpa,665,213,45,22,60,29,30,27,Bug,None,Shed Skin,None,Friend Guard,6,Bug,None,FALSE,FALSE,FALSE,FALSE
Vivillon,666,411,80,52,50,89,50,90,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,Bug,None,FALSE,FALSE,FALSE,TRUE
Litleo,667,369,62,50,58,72,54,73,Fire,Normal,Rivalry,Unnerve,Moxie,6,Field,None,FALSE,FALSE,FALSE,FALSE
Pyroar,668,507,86,68,72,106,66,109,Fire,Normal,Rivalry,Unnerve,Moxie,6,Field,None,FALSE,FALSE,FALSE,TRUE
Flabébé,669,303,44,38,39,42,79,61,Fairy,None,Flower Veil,None,Symbiosis,6,Fairy,None,FALSE,FALSE,FALSE,FALSE
Floette,670,371,54,45,47,52,98,75,Fairy,None,Flower Veil,None,Symbiosis,6,Fairy,None,FALSE,FALSE,FALSE,FALSE
Florges,671,552,78,65,68,75,154,112,Fairy,None,Flower Veil,None,Symbiosis,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Skiddo,672,350,66,65,48,52,57,62,Grass,None,Sap Sipper,None,Grass Pelt,6,Field,None,FALSE,FALSE,FALSE,FALSE
Gogoat,673,531,123,100,62,68,81,97,Grass,None,Sap Sipper,None,Grass Pelt,6,Field,None,FALSE,FALSE,FALSE,TRUE
Pancham,674,348,67,82,62,43,48,46,Fighting,None,Iron Fist,Mold Breaker,Scrappy,6,Field,Human-Like,FALSE,FALSE,FALSE,FALSE
Pangoro,675,495,95,124,78,58,71,69,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,6,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Furfrou,676,472,75,80,60,102,90,65,Normal,None,Fur Coat,None,None,6,Field,None,FALSE,FALSE,FALSE,TRUE
Espurr,677,355,62,48,54,68,60,63,Psychic,None,Keen Eye,Infiltrator,Own Tempo,6,Field,None,FALSE,FALSE,FALSE,FALSE
Meowstic,678,466,74,48,76,104,81,83,Psychic,None,Keen Eye,Infiltrator,Prankster,6,Field,None,FALSE,FALSE,FALSE,TRUE
Meowstic(Female),678,466,74,48,76,104,81,83,Psychic,None,Keen Eye,Infiltrator,Competitive,6,Field,None,FALSE,FALSE,FALSE,TRUE
Honedge,679,325,45,80,100,28,37,35,Steel,Ghost,No Guard,None,None,6,Mineral,None,FALSE,FALSE,FALSE,FALSE
Doublade,680,448,59,110,150,35,49,45,Steel,Ghost,No Guard,None,None,6,Mineral,None,FALSE,FALSE,FALSE,FALSE
Aegislash,681,500,60,50,140,60,140,50,Steel,Ghost,Stance Change,None,None,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Aegislash(Blade Forme),681,500,60,140,50,60,50,140,Steel,Ghost,Stance Change,None,None,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Spritzee,682,341,78,52,60,23,65,63,Fairy,None,Healer,None,Aroma Veil,6,Fairy,None,FALSE,FALSE,FALSE,FALSE
Aromatisse,683,462,101,72,72,29,89,99,Fairy,None,Healer,None,Aroma Veil,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Swirlix,684,341,62,48,66,49,57,59,Fairy,None,Sweet Veil,None,Unburden,6,Fairy,None,FALSE,FALSE,FALSE,FALSE
Slurpuff,685,480,82,80,86,72,75,85,Fairy,None,Sweet Veil,None,Unburden,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Inkay,686,288,53,54,53,45,46,37,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,Water 1,Water 2,FALSE,FALSE,FALSE,FALSE
Malamar,687,482,86,92,88,73,75,68,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,Water 1,Water 2,FALSE,FALSE,FALSE,TRUE
Binacle,688,306,42,52,67,50,56,39,Rock,Water,Sniper,Tough Claws,Pickpocket,6,Water 3,None,FALSE,FALSE,FALSE,FALSE
Barbaracle,689,500,72,105,115,68,86,54,Rock,Water,Sniper,Tough Claws,Pickpocket,6,Water 3,None,FALSE,FALSE,FALSE,TRUE
Skrelp,690,320,50,60,60,30,60,60,Poison,Water,Poison Point,Poison Touch,Adaptability,6,Dragon,Water 1,FALSE,FALSE,FALSE,FALSE
Dragalge,691,494,65,75,90,44,123,97,Poison,Dragon,Poison Point,Poison Touch,Adaptability,6,Dragon,Water 1,FALSE,FALSE,FALSE,TRUE
Clauncher,692,330,50,53,62,44,63,58,Water,None,Mega Launcher,None,None,6,Water 1,Water 3,FALSE,FALSE,FALSE,FALSE
Clawitzer,693,500,71,73,88,59,89,120,Water,None,Mega Launcher,None,None,6,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Helioptile,694,289,44,38,33,70,43,61,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,Dragon,Monster,FALSE,FALSE,FALSE,FALSE
Heliolisk,695,481,62,55,52,109,94,109,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Tyrunt,696,362,58,89,77,48,45,45,Rock,Dragon,Strong Jaw,None,Sturdy,6,Dragon,Monster,FALSE,FALSE,FALSE,FALSE
Tyrantrum,697,521,82,121,119,71,59,69,Rock,Dragon,Strong Jaw,None,Rock Head,6,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Amaura,698,362,77,59,50,46,63,67,Rock,Ice,Refrigerate,None,Snow Warning,6,Monster,None,FALSE,FALSE,FALSE,FALSE
Aurorus,699,521,123,77,72,58,92,99,Rock,Ice,Refrigerate,None,Snow Warning,6,Monster,None,FALSE,FALSE,FALSE,TRUE
Sylveon,700,525,95,65,65,60,130,110,Fairy,None,Cute Charm,None,Pixilate,6,Field,None,FALSE,FALSE,FALSE,TRUE
Hawlucha,701,500,78,92,75,118,63,74,Fighting,Flying,Limber,Unburden,Mold Breaker,6,Flying,Human-Like,FALSE,FALSE,FALSE,TRUE
Dedenne,702,431,67,58,57,101,67,81,Electric,Fairy,Cheek Pouch,Pickup,Plus,6,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Carbink,703,500,50,50,150,50,150,50,Rock,Fairy,Clear Body,None,Sturdy,6,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Goomy,704,300,45,50,35,40,75,55,Dragon,None,Sap Sipper,Hydration,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,FALSE
Sliggoo,705,452,68,75,53,60,113,83,Dragon,None,Sap Sipper,Hydration,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,FALSE
Sliggoo(Hisuian Sliggoo),705,452,58,75,83,40,113,83,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,FALSE
Goodra,706,600,90,100,70,80,150,110,Dragon,None,Sap Sipper,Hydration,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,TRUE
Goodra(Hisuian Goodra),706,600,80,100,100,60,150,110,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,TRUE
Klefki,707,470,57,80,91,75,87,80,Steel,Fairy,Prankster,None,Magician,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Phantump,708,309,43,70,48,38,60,50,Ghost,Grass,Natural Cure,Frisk,Harvest,6,Amorphous,Grass,FALSE,FALSE,FALSE,FALSE
Trevenant,709,474,85,110,76,56,82,65,Ghost,Grass,Natural Cure,Frisk,Harvest,6,Amorphous,Grass,FALSE,FALSE,FALSE,TRUE
Pumpkaboo,710,335,49,66,70,51,55,44,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,FALSE
Pumpkaboo(Small Size),710,335,44,66,70,56,55,44,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,FALSE
Pumpkaboo(Large Size),710,335,54,66,70,46,55,44,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,FALSE
Pumpkaboo(Super Size),710,335,59,66,70,41,55,44,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,FALSE
Gourgeist,711,494,65,90,122,84,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Small Size),711,494,55,85,122,99,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Large Size),711,494,75,95,122,69,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Super Size),711,494,85,100,122,54,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Bergmite,712,304,55,69,85,28,35,32,Ice,None,Own Tempo,Ice Body,Sturdy,6,Mineral,Monster,FALSE,FALSE,FALSE,FALSE
Avalugg,713,514,95,117,184,28,46,44,Ice,None,Own Tempo,Ice Body,Sturdy,6,Mineral,Monster,FALSE,FALSE,FALSE,TRUE
Avalugg(Hisuian Avalugg),713,514,95,127,184,38,36,34,Ice,Rock,Strong Jaw,Ice Body,Sturdy,6,Mineral,Monster,FALSE,FALSE,FALSE,TRUE
Noibat,714,245,40,30,35,55,40,45,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,Dragon,Flying,FALSE,FALSE,FALSE,FALSE
Noivern,715,535,85,70,80,123,80,97,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,Dragon,Flying,FALSE,FALSE,FALSE,TRUE
Xerneas,716,680,126,131,95,99,98,131,Fairy,None,Fairy Aura,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Yveltal,717,680,126,131,95,99,98,131,Dark,Flying,Dark Aura,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde(Complete Forme),718,708,216,100,121,85,95,91,Dragon,Ground,Power Construct,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde,718,600,108,100,121,95,95,81,Dragon,Ground,Aura Break,None,Power Construct,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde(10% Forme),718,486,54,100,71,115,85,61,Dragon,Ground,Aura Break,None,Power Construct,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Diancie,719,600,50,100,150,50,150,100,Rock,Fairy,Clear Body,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Hoopa(Hoopa Unbound),720,680,80,160,60,80,130,170,Psychic,Dark,Magician,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Hoopa,720,600,80,110,60,70,130,150,Psychic,Ghost,Magician,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Volcanion,721,600,80,110,120,70,90,130,Fire,Water,Water Absorb,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Rowlet,722,320,68,55,55,42,50,50,Grass,Flying,Overgrow,None,Long Reach,7,Flying,None,FALSE,FALSE,FALSE,FALSE
Dartrix,723,420,78,75,75,52,70,70,Grass,Flying,Overgrow,None,Long Reach,7,Flying,None,FALSE,FALSE,FALSE,FALSE
Decidueye,724,530,78,107,75,70,100,100,Grass,Ghost,Overgrow,None,Long Reach,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Decidueye(Hisuian Decidueye),724,530,88,112,80,60,95,95,Grass,Fighting,Overgrow,None,Scrappy,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Litten,725,320,45,65,40,70,40,60,Fire,None,Blaze,None,Intimidate,7,Field,None,FALSE,FALSE,FALSE,FALSE
Torracat,726,420,65,85,50,90,50,80,Fire,None,Blaze,None,Intimidate,7,Field,None,FALSE,FALSE,FALSE,FALSE
Incineroar,727,530,95,115,90,60,90,80,Fire,Dark,Blaze,None,Intimidate,7,Field,None,FALSE,FALSE,FALSE,TRUE
Popplio,728,320,50,54,54,40,56,66,Water,None,Torrent,None,Liquid Voice,7,Field,Water 1,FALSE,FALSE,FALSE,FALSE
Brionne,729,420,60,69,69,50,81,91,Water,None,Torrent,None,Liquid Voice,7,Field,Water 1,FALSE,FALSE,FALSE,FALSE
Primarina,730,530,80,74,74,60,116,126,Water,Fairy,Torrent,None,Liquid Voice,7,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Pikipek,731,265,35,75,30,65,30,30,Normal,Flying,Keen Eye,Skill Link,Pickup,7,Flying,None,FALSE,FALSE,FALSE,FALSE
Trumbeak,732,355,55,85,50,75,50,40,Normal,Flying,Keen Eye,Skill Link,Pickup,7,Flying,None,FALSE,FALSE,FALSE,FALSE
Toucannon,733,485,80,120,75,60,75,75,Normal,Flying,Keen Eye,Skill Link,Sheer Force,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Yungoos,734,253,48,70,30,45,30,30,Normal,None,Strong Jaw,Stakeout,Adaptability,7,Field,None,FALSE,FALSE,FALSE,FALSE
Gumshoos,735,418,88,110,60,45,60,55,Normal,None,Strong Jaw,Stakeout,Adaptability,7,Field,None,FALSE,FALSE,FALSE,TRUE
Grubbin,736,300,47,62,45,46,45,55,Bug,None,Swarm,None,None,7,Bug,None,FALSE,FALSE,FALSE,FALSE
Charjabug,737,400,57,82,95,36,75,55,Bug,Electric,Battery,None,None,7,Bug,None,FALSE,FALSE,FALSE,FALSE
Vikavolt,738,500,77,70,90,43,75,145,Bug,Electric,Levitate,None,None,7,Bug,None,FALSE,FALSE,FALSE,TRUE
Crabrawler,739,338,47,82,57,63,47,42,Fighting,None,Hyper Cutter,Iron Fist,Anger Point,7,Water 3,None,FALSE,FALSE,FALSE,FALSE
Crabominable,740,478,97,132,77,43,67,62,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,7,Water 3,None,FALSE,FALSE,FALSE,TRUE
Oricorio,741,476,75,70,70,93,70,98,Fire,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Pom-Pom Style),741,476,75,70,70,93,70,98,Electric,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Pa'u Style),741,476,75,70,70,93,70,98,Psychic,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Sensu Style),741,476,75,70,70,93,70,98,Ghost,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Cutiefly,742,304,40,45,40,84,40,55,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,Bug,Fairy,FALSE,FALSE,FALSE,FALSE
Ribombee,743,464,60,55,60,124,70,95,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,Bug,Fairy,FALSE,FALSE,FALSE,TRUE
Rockruff,744,280,45,65,40,60,40,30,Rock,None,Keen Eye,Vital Spirit,Steadfast,7,Field,None,FALSE,FALSE,FALSE,FALSE
Lycanroc,745,487,75,115,65,112,65,55,Rock,None,Keen Eye,Sand Rush,Steadfast,7,Field,None,FALSE,FALSE,FALSE,TRUE
Lycanroc(Midnight Form),745,487,85,115,75,82,75,55,Rock,None,Keen Eye,Vital Spirit,No Guard,7,Field,None,FALSE,FALSE,FALSE,TRUE
Lycanroc(Dusk Form),745,487,75,117,65,110,65,55,Rock,None,Tough Claws,None,None,7,Field,None,FALSE,FALSE,FALSE,TRUE
Wishiwashi,746,175,45,20,20,40,25,25,Water,None,Schooling,None,None,7,Water 2,None,FALSE,FALSE,FALSE,FALSE
Wishiwashi(School Form),746,620,45,140,130,30,135,140,Water,None,Schooling,None,None,7,Water 2,None,FALSE,FALSE,FALSE,TRUE
Mareanie,747,305,50,53,62,45,52,43,Poison,Water,Merciless,Limber,Regenerator,7,Water 1,None,FALSE,FALSE,FALSE,FALSE
Toxapex,748,495,50,63,152,35,142,53,Poison,Water,Merciless,Limber,Regenerator,7,Water 1,None,FALSE,FALSE,FALSE,TRUE
Mudbray,749,385,70,100,70,45,55,45,Ground,None,Own Tempo,Stamina,Inner Focus,7,Field,None,FALSE,FALSE,FALSE,FALSE
Mudsdale,750,500,100,125,100,35,85,55,Ground,None,Own Tempo,Stamina,Inner Focus,7,Field,None,FALSE,FALSE,FALSE,TRUE
Dewpider,751,269,38,40,52,27,72,40,Water,Bug,Water Bubble,None,Water Absorb,7,Bug,Water 1,FALSE,FALSE,FALSE,FALSE
Araquanid,752,454,68,70,92,42,132,50,Water,Bug,Water Bubble,None,Water Absorb,7,Bug,Water 1,FALSE,FALSE,FALSE,TRUE
Fomantis,753,250,40,55,35,35,35,50,Grass,None,Leaf Guard,None,Contrary,7,Grass,None,FALSE,FALSE,FALSE,FALSE
Lurantis,754,480,70,105,90,45,90,80,Grass,None,Leaf Guard,None,Contrary,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Morelull,755,285,40,35,55,15,75,65,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,Grass,None,FALSE,FALSE,FALSE,FALSE
Shiinotic,756,405,60,45,80,30,100,90,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Salandit,757,320,48,44,40,77,40,71,Poison,Fire,Corrosion,None,Oblivious,7,Dragon,Monster,FALSE,FALSE,FALSE,FALSE
Salazzle,758,480,68,64,60,117,60,111,Poison,Fire,Corrosion,None,Oblivious,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Stufful,759,340,70,75,50,50,50,45,Normal,Fighting,Fluffy,Klutz,Cute Charm,7,Field,None,FALSE,FALSE,FALSE,FALSE
Bewear,760,500,120,125,80,60,60,55,Normal,Fighting,Fluffy,Klutz,Unnerve,7,Field,None,FALSE,FALSE,FALSE,TRUE
Bounsweet,761,210,42,30,38,32,38,30,Grass,None,Leaf Guard,Oblivious,Sweet Veil,7,Grass,None,FALSE,FALSE,FALSE,FALSE
Steenee,762,290,52,40,48,62,48,40,Grass,None,Leaf Guard,Oblivious,Sweet Veil,7,Grass,None,FALSE,FALSE,FALSE,FALSE
Tsareena,763,510,72,120,98,72,98,50,Grass,None,Leaf Guard,Queenly Majesty,Sweet Veil,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Comfey,764,485,51,52,90,100,110,82,Fairy,None,Flower Veil,Triage,Natural Cure,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Oranguru,765,490,90,60,80,60,110,90,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,7,Field,None,FALSE,FALSE,FALSE,TRUE
Passimian,766,490,100,120,90,80,60,40,Fighting,None,Receiver,None,Defiant,7,Field,None,FALSE,FALSE,FALSE,TRUE
Wimpod,767,230,25,35,40,80,30,20,Bug,Water,Wimp Out,None,None,7,Bug,Water 3,FALSE,FALSE,FALSE,FALSE
Golisopod,768,530,75,125,140,40,90,60,Bug,Water,Emergency Exit,None,None,7,Bug,Water 3,FALSE,FALSE,FALSE,TRUE
Sandygast,769,320,55,55,80,15,45,70,Ghost,Ground,Water Compaction,None,Sand Veil,7,Amorphous,None,FALSE,FALSE,FALSE,FALSE
Palossand,770,480,85,75,110,35,75,100,Ghost,Ground,Water Compaction,None,Sand Veil,7,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Pyukumuku,771,410,55,60,130,5,130,30,Water,None,Innards Out,None,Unaware,7,Water 1,None,FALSE,FALSE,FALSE,TRUE
Type: Null,772,534,95,95,95,59,95,95,Normal,None,Battle Armor,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,FALSE
Silvally,773,570,95,95,95,95,95,95,Normal,None,RKS System,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Minior(Core Form),774,500,60,100,60,120,60,100,Rock,Flying,Shields Down,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Minior,774,440,60,60,100,60,100,60,Rock,Flying,Shields Down,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Komala,775,480,65,115,65,65,95,75,Normal,None,Comatose,None,None,7,Field,None,FALSE,FALSE,FALSE,TRUE
Turtonator,776,485,60,78,135,36,85,91,Fire,Dragon,Shell Armor,None,None,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Togedemaru,777,435,65,98,63,96,73,40,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,7,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Mimikyu,778,476,55,90,80,96,105,50,Ghost,Fairy,Disguise,None,None,7,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Bruxish,779,475,68,105,70,92,70,70,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,7,Water 2,None,FALSE,FALSE,FALSE,TRUE
Drampa,780,485,78,60,85,36,91,135,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Dhelmise,781,517,70,131,100,40,90,86,Ghost,Grass,Steelworker,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Jangmo-o,782,300,45,55,65,45,45,45,Dragon,None,Bulletproof,Soundproof,Overcoat,7,Dragon,None,FALSE,FALSE,FALSE,FALSE
Hakamo-o,783,420,55,75,90,65,70,65,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,Dragon,None,FALSE,FALSE,FALSE,FALSE
Kommo-o,784,600,75,110,125,85,105,100,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,Dragon,None,FALSE,FALSE,FALSE,TRUE
Tapu Koko,785,570,70,115,85,130,75,95,Electric,Fairy,Electric Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Lele,786,570,70,85,75,95,115,130,Psychic,Fairy,Psychic Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Bulu,787,570,70,130,115,75,95,85,Grass,Fairy,Grassy Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Fini,788,570,70,75,115,85,130,95,Water,Fairy,Misty Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Cosmog,789,200,43,29,31,37,31,29,Psychic,None,Unaware,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,FALSE
Cosmoem,790,400,43,29,131,37,131,29,Psychic,None,Sturdy,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,FALSE
Solgaleo,791,680,137,137,107,97,89,113,Psychic,Steel,Full Metal Body,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Lunala,792,680,137,113,89,97,107,137,Psychic,Ghost,Shadow Shield,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Nihilego,793,570,109,53,47,103,131,127,Rock,Poison,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Buzzwole,794,570,107,139,139,79,53,53,Bug,Fighting,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Pheromosa,795,570,71,137,37,151,37,137,Bug,Fighting,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Xurkitree,796,570,83,89,71,83,71,173,Electric,None,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Celesteela,797,570,97,101,103,61,101,107,Steel,Flying,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Kartana,798,570,59,181,131,109,31,59,Grass,Steel,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Guzzlord,799,570,223,101,53,43,53,97,Dark,Dragon,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Necrozma(Ultra Necrozma),800,754,97,167,97,129,97,167,Psychic,Dragon,Neuroforce,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma(Dusk Mane Necrozma),800,680,97,157,127,77,109,113,Psychic,Steel,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma(Dawn Wings Necrozma),800,680,97,113,109,77,127,157,Psychic,Ghost,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma,800,600,97,107,101,79,89,127,Psychic,None,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Magearna,801,600,80,95,115,65,115,130,Steel,Fairy,Soul-Heart,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Marshadow,802,600,90,125,80,125,90,90,Fighting,Ghost,Technician,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Poipole,803,420,67,73,67,73,67,73,Poison,None,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Naganadel,804,540,73,73,73,121,73,127,Poison,Dragon,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Stakataka,805,570,61,131,211,13,101,53,Rock,Steel,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Blacephalon,806,570,53,127,53,107,79,151,Fire,Ghost,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Zeraora,807,600,88,112,75,143,80,102,Electric,None,Volt Absorb,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Meltan,808,300,46,65,65,34,35,55,Steel,None,Magnet Pull,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,FALSE
Melmetal,809,600,135,143,143,34,65,80,Steel,None,Iron Fist,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Grookey,810,310,50,65,50,65,40,40,Grass,None,Overgrow,None,Grassy Surge,8,Field,Grass,FALSE,FALSE,FALSE,FALSE
Thwackey,811,420,70,85,70,80,60,55,Grass,None,Overgrow,None,Grassy Surge,8,Field,Grass,FALSE,FALSE,FALSE,FALSE
Rillaboom,812,530,100,125,90,85,70,60,Grass,None,Overgrow,None,Grassy Surge,8,Field,Grass,FALSE,FALSE,FALSE,TRUE
Scorbunny,813,310,50,71,40,69,40,40,Fire,None,Blaze,None,Libero,8,Field,Human-Like,FALSE,FALSE,FALSE,FALSE
Raboot,814,420,65,86,60,94,60,55,Fire,None,Blaze,None,Libero,8,Field,Human-Like,FALSE,FALSE,FALSE,FALSE
Cinderace,815,530,80,116,75,119,75,65,Fire,None,Blaze,None,Libero,8,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
